name,score,genres,type,episodes,premiered,producers,licensors,studios,source,rating,popularity,favorites
Frame Arms Girl,6.42,"Action, Sci-Fi, Slice of Life, Mecha",TV,12,Spring 2017,"Frontier Works, Pony Canyon, Nippon Columbia, Bandai Namco Games, Kotobukiya",Sentai Filmworks,"Zexcs, Studio A-CAT",Other,PG-13 - Teens 13 or older,3053,50
Overlord Movie 2: Shikkoku no Eiyuu,7.66,"Action, Game, Supernatural, Magic, Fantasy",Movie,1,unknown,unknown,unknown,Madhouse,Light novel,R - 17+ (violence & profanity),2269,93
Detective Conan Movie 21: The Crimson Love Letter,7.68,"Action, Mystery, Historical, Police, Drama, Romance",Movie,1,unknown,unknown,unknown,TMS Entertainment,Manga,PG-13 - Teens 13 or older,3631,47
Balloon (Music),5.5,Music,Music,1,unknown,unknown,unknown,unknown,Music,R+ - Mild Nudity,13914,0
Age of Obscure: Boubaku Jidai,0,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13662,0
Code Geass: Fukkatsu no Lelouch,7.97,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",Movie,1,unknown,Showgate,Funimation,Sunrise,Original,R - 17+ (violence & profanity),685,1668
Code Geass: Hangyaku no Lelouch I - Koudou,7.94,"Action, Military, Sci-Fi, Super Power, Mecha, School",Movie,1,unknown,unknown,Funimation,Sunrise,Original,R+ - Mild Nudity,1829,169
Code Geass: Hangyaku no Lelouch II - Handou,7.68,"Action, Mecha, Military, School, Sci-Fi, Super Power",Movie,1,unknown,unknown,Funimation,Sunrise,Original,R - 17+ (violence & profanity),2235,105
Code Geass: Hangyaku no Lelouch III - Oudou,8.04,"Action, Mecha, Military, School, Sci-Fi, Super Power",Movie,1,unknown,unknown,Funimation,Sunrise,Original,R - 17+ (violence & profanity),1945,141
Baki,7.21,"Action, Martial Arts, Shounen",ONA,26,unknown,unknown,unknown,TMS Entertainment,Manga,R - 17+ (violence & profanity),852,954
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,"Drama, Fantasy, Magic, Slice of Life",TV,6,Fall 2017,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Ponycan USA,Studio Gokumi,Original,PG-13 - Teens 13 or older,2972,199
Masou Gakuen HxH Specials,6.56,"Harem, Ecchi",Special,6,unknown,"DAX Production, flying DOG",unknown,Production IMS,Light novel,R+ - Mild Nudity,3321,48
The Reflection,5.14,"Action, Super Power",TV,12,Summer 2017,"Bandai Visual, NHK, 81 Produce, Haoliners Animation League, China Animation Characters, BIGFACE, NHN PlayArt, Ima Group, Crunchyroll SC Anime Fund",Funimation,Studio Deen,Original,PG-13 - Teens 13 or older,3157,14
Mahou Sensei Negima! Tokubetsu Eizou,6.1,Music,Music,4,unknown,unknown,unknown,unknown,Manga,PG-13 - Teens 13 or older,9484,0
Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,Fall 2017,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha",Funimation,Bones,Manga,R - 17+ (violence & profanity),470,1315
Uma Musume: Pretty Derby,6.52,"Music, Sports",ONA,1,unknown,Cygames,unknown,P.A. Works,Game,G - All Ages,5764,12
Granblue Fantasy,6.48,Fantasy,ONA,0,unknown,unknown,unknown,unknown,Game,G - All Ages,5929,10
Princess Connect!,6.07,Fantasy,ONA,3,unknown,unknown,unknown,unknown,Game,G - All Ages,6451,3
Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,0,"Comedy, Parody, Super Power",TV,24,Winter 2017,unknown,unknown,Studio 4°C,Original,G - All Ages,12320,0
Ousama to Nightingale,0,"Fantasy, Kids",Movie,1,unknown,Gakken,unknown,unknown,Book,G - All Ages,16066,0
Gijinka de Manabo!,5.42,"Sci-Fi, Comedy",ONA,1,unknown,unknown,unknown,unknown,Other,PG - Children,11465,0
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.14,"Action, Demons, Supernatural, Fantasy, Shounen",OVA,2,unknown,unknown,unknown,A-1 Pictures,Manga,PG-13 - Teens 13 or older,2120,74
Yami Shibai 4,5.73,"Dementia, Horror, Supernatural",TV,13,Winter 2017,TV Tokyo,unknown,ILCA,Original,PG-13 - Teens 13 or older,3616,9
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.83,"Demons, Kids, Supernatural",Movie,1,unknown,unknown,unknown,OLM,Game,G - All Ages,9871,4
Geki Drive,0,"Action, Cars",ONA,1,unknown,Bandai,unknown,unknown,Other,G - All Ages,14429,0
Tsukipro The Animation,6.73,Music,TV,13,Fall 2017,"Studio Pierrot, Movic, Bandai Namco Entertainment, Docomo Anime Store, AZ Creative",unknown,PRA,Music,PG-13 - Teens 13 or older,4385,105
Monster Strike: Rain of Memories,6.52,"Action, Game, Fantasy",ONA,1,unknown,unknown,unknown,unknown,Game,PG - Children,8535,0
Platonic Chain: Ansatsu Jikkouchuu,0,"Sci-Fi, Slice of Life",Special,1,unknown,ACiD FiLM,unknown,unknown,Novel,PG-13 - Teens 13 or older,14138,0
Shokugeki no Souma: Ni no Sara OVA,7.53,"Ecchi, School, Shounen",OVA,2,unknown,"Warner Bros. Japan, Shueisha",unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,1220,133
Getsuyoubi no Tawawa Specials,6.59,"Slice of Life, Ecchi",Special,2,unknown,"NBCUniversal Entertainment Japan, i0+",unknown,Pine Jam,Other,PG-13 - Teens 13 or older,3419,23
Star Ocean: Anamnesis,0,"Action, Fantasy",ONA,0,unknown,unknown,unknown,unknown,Game,PG-13 - Teens 13 or older,12214,0
Gan Gan Ganko-chan,0,"Sci-Fi, Comedy, Kids",TV,10,Winter 2017,unknown,unknown,10Gauge,Other,G - All Ages,13709,0
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,5.94,Comedy,ONA,1,unknown,unknown,unknown,Gathering,Game,PG-13 - Teens 13 or older,9281,1
Sushi Azarashi,0,Comedy,TV,30,Winter 2001,unknown,unknown,M.S.C,Picture book,PG - Children,14979,0
Sagurare Otome The Animation,6.29,Hentai,OVA,1,unknown,BOOTLEG,unknown,unknown,Manga,Rx - Hentai,6414,15
Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,6.4,Hentai,OVA,4,unknown,unknown,unknown,Collaboration Works,Visual novel,Rx - Hentai,5540,26
Sakura Quest,7.41,"Slice of Life, Comedy",TV,25,Spring 2017,"AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL",Funimation,P.A. Works,Original,PG-13 - Teens 13 or older,1210,437
Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem",TV,12,Winter 2018,"Sotsu, AT-X, DIVE II Entertainment, Tokyo MX, Avex Pictures, BS11, Kadokawa, KLab",Funimation,"SILVER LINK., Connect",Light novel,PG-13 - Teens 13 or older,411,1543
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"Romance, Sci-Fi",Movie,1,unknown,"Aniplex, Toho, Lawson HMV Entertainment, Toy's Factory, JR East Marketing & Communications, Kadokawa, LINE Corporation","NYAV Post, GKIDS",Shaft,Other,PG-13 - Teens 13 or older,1084,409
Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,0,"Comedy, Music",Music,1,unknown,Coastline Animation Studio,unknown,unknown,Original,PG-13 - Teens 13 or older,14167,0
Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo",TV,12,Spring 2017,"Grooove, DMM.com",Funimation,"Project No.9, A-Real",Visual novel,PG-13 - Teens 13 or older,2051,167
Inazma Delivery,6.33,"Action, Sci-Fi, Comedy",TV,10,Winter 2017,unknown,unknown,Kanaban Graphics,Original,PG-13 - Teens 13 or older,11141,2
KochinPa! Dainiki,4.85,Comedy,TV,24,Winter 2017,unknown,unknown,unknown,Other,G - All Ages,10222,1
Seitokai Yakuindomo Movie,7.87,"Slice of Life, Comedy, School, Shounen",Movie,1,unknown,"KlockWorx, Glovision, King Records",unknown,GoHands,4-koma manga,R - 17+ (violence & profanity),2485,73
Idol Kyousei Sousa,4.69,Hentai,OVA,2,unknown,unknown,unknown,unknown,Manga,Rx - Hentai,8107,2
Hei Mao Jing Zhang,5.62,"Action, Adventure, Cars, Comedy, Kids, Police",TV,5,Winter 1984,unknown,unknown,Shanghai Animation Film Studio,Original,PG - Children,12953,0
Hei Mao Jing Zhang (1992),0,"Action, Adventure, Cars, Comedy, Kids, Police",TV,12,Winter 1992,unknown,unknown,Shanghai Animation Film Studio,Original,PG - Children,13975,0
Days: Touin Gakuen-sen!,7.49,"Sports, School, Shounen",OVA,3,unknown,unknown,unknown,MAPPA,Manga,0,3752,56
Pokemon Generations,7.46,"Action, Adventure, Fantasy, Game, Kids",ONA,18,unknown,unknown,The Pokemon Company International,OLM,Game,PG - Children,2633,117
Mobile Suit Gakuen: G-Reco Koushien,5.4,"Comedy, Parody, Sports, Mecha",Special,9,unknown,unknown,unknown,Studio PuYUKAI,Original,PG - Children,11425,0
"Wake Up, Girls! Shin Shou",6.5,"Music, Drama",TV,12,Fall 2017,"TV Tokyo, Sotsu, Tatsunoko Production, AT-X, Toho, KlockWorx, DIVE II Entertainment, 81 Produce, Good Smile Company, Avex Pictures, KLab, Rakuten, Epicross",unknown,Millepensee,Original,PG-13 - Teens 13 or older,4763,15
Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",TV,12,Summer 2017,"Tokuma Shoten, MAGES., Yomiuri TV Enterprise, Kanon Sound, Emon, RAY, NichiNare, Top Marshal, Crunchyroll SC Anime Fund",Funimation,Haoliners Animation League,Manga,R+ - Mild Nudity,1806,107
Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,0,"Adventure, Kids",Movie,1,unknown,TV Asahi,unknown,Shin-Ei Animation,Original,G - All Ages,13634,0
Mukashi Mukashi Momotarou,0,"Demons, Fantasy, Historical",Movie,1,unknown,Gakken,unknown,unknown,Other,G - All Ages,16145,0
Toriko no Kusari,6.57,Hentai,OVA,2,unknown,Mary Jane,unknown,BreakBottle,Visual novel,Rx - Hentai,6407,21
Anata wa Watashi no Mono,6.19,Hentai,OVA,2,unknown,Mary Jane,unknown,unknown,Visual novel,Rx - Hentai,5907,28
Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,0,Comedy,Special,1,unknown,unknown,unknown,unknown,Original,G - All Ages,16955,0
Terra Formars: Earth-hen,6.42,"Action, Sci-Fi, Space, Horror, Drama, Seinen",OVA,2,unknown,Shueisha,unknown,LIDENFILMS,Manga,R - 17+ (violence & profanity),5278,8
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.88,"Action, Comedy, School",Special,1,unknown,comico,unknown,Satelight,Web manga,PG-13 - Teens 13 or older,3384,53
Natsume Yuujinchou Go Specials,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Special,2,unknown,unknown,unknown,Shuka,Manga,PG-13 - Teens 13 or older,2855,64
Koisuru Shirokuma,6.74,"Comedy, Josei, Shounen Ai",Movie,0,unknown,unknown,unknown,Gathering,Manga,G - All Ages,6435,19
Yoru wa Mijikashi Arukeyo Otome,8.23,"Comedy, Romance",Movie,1,unknown,"Fuji TV, Toho, BS Fuji, Kadokawa",GKIDS,Science SARU,Novel,R+ - Mild Nudity,1656,1168
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",5.81,"Magic, Supernatural",Special,1,unknown,"Bandai Visual, Lantis",unknown,White Fox,Original,PG-13 - Teens 13 or older,8493,1
Saint Seiya: Saintia Shou,5.61,"Action, Adventure, Seinen",ONA,10,unknown,Toei Animation,unknown,Gonzo,Manga,PG-13 - Teens 13 or older,4727,104
Pokemon Movie 20: Kimi ni Kimeta!,7.08,"Action, Adventure, Comedy, Kids",Movie,1,unknown,"TV Tokyo, Toho, Shogakukan, JR East Marketing & Communications",The Pokemon Company International,OLM,Game,PG - Children,2727,67
Mary to Majo no Hana,7.28,"Adventure, Fantasy, Magic",Movie,1,unknown,"Khara, Dentsu, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Hakuhodo DY Media Partners, Lawson, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Walt Disney Japan, KEN ON, D.N. Dream Partners, Yomiuri Shimbun",GKIDS,Studio Ponoc,Book,G - All Ages,1848,107
Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen",TV,11,Fall 2017,"Aniplex, Dentsu, Kodansha, Fuji TV, DMM pictures",unknown,MAPPA,Manga,R - 17+ (violence & profanity),318,2556
Dive!!,6.08,"Comedy, Sports",TV,12,Summer 2017,"Aniplex, Dentsu, Fuji TV, DMM pictures",Sentai Filmworks,Zero-G,Novel,PG-13 - Teens 13 or older,2527,62
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.72,"Action, Horror, Supernatural, Drama, Fantasy",Movie,1,unknown,"Aniplex, Dentsu, Fuji TV, Kansai Telecasting",unknown,Wit Studio,Original,R - 17+ (violence & profanity),1695,216
Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen",TV,24,Summer 2017,"Aniplex, Mainichi Broadcasting System, Kodansha, Lucent Pictures Entertainment, Hakuhodo DY Music & Pictures, Lawson, GYAO!, Kanetsu Investment",unknown,MAPPA,Manga,PG-13 - Teens 13 or older,2048,288
Cheer Danshi!! Specials,6.03,"Sports, School",Special,2,unknown,unknown,Funimation,unknown,Novel,PG-13 - Teens 13 or older,8528,2
Ryuu no Haisha,7.42,"Adventure, Fantasy",Special,2,unknown,"NHK, Dwango",Sentai Filmworks,Khara,Original,PG-13 - Teens 13 or older,2740,81
Warau Salesman New,6.27,"Comedy, Drama, Seinen",TV,12,Spring 2017,"TMS Entertainment, Nippon Columbia, Shogakukan Music & Digital Entertainment",unknown,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,4092,13
Dream Festival! R,6.92,Music,ONA,12,unknown,unknown,unknown,Bandai Namco Pictures,Original,PG-13 - Teens 13 or older,7041,18
Re:Creators,7.57,"Action, Sci-Fi, Fantasy, Mecha",TV,22,Spring 2017,"Aniplex, Magic Capsule, Shogakukan, ABC Animation",unknown,TROYCA,Original,R - 17+ (violence & profanity),365,2830
Jikan no Shihaisha,6.33,"Supernatural, Shounen",TV,13,Summer 2017,"Lantis, NBCUniversal Entertainment Japan",Funimation,Project No.9,Manga,PG-13 - Teens 13 or older,2010,82
Boruto: Naruto Next Generations,5.81,"Action, Adventure, Super Power, Martial Arts, Shounen",TV,0,Spring 2017,"TV Tokyo, Aniplex, Rakuonsha, Shueisha",VIZ Media,Studio Pierrot,Manga,PG-13 - Teens 13 or older,223,5248
Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",TV,170,Fall 2017,"TV Tokyo, Avex Pictures, Shueisha","Funimation, Crunchyroll",Studio Pierrot,Manga,PG-13 - Teens 13 or older,97,19941
Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",TV,24,Winter 2018,"Aniplex, Dentsu, Kodansha, Movic, Sammy",unknown,A-1 Pictures,Manga,PG-13 - Teens 13 or older,115,6591
Nana Maru San Batsu,6.7,"Game, School, Seinen",TV,12,Summer 2017,"Toei Video, Enterbrain, Nippon Television Network",unknown,TMS Entertainment,Manga,PG-13 - Teens 13 or older,1923,81
"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"Historical, Seinen",OVA,1,unknown,TMS Entertainment,unknown,Studio M2,Novel,R+ - Mild Nudity,8109,2
Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,11,Spring 2017,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",unknown,Shuka,Manga,PG-13 - Teens 13 or older,1099,930
Fushigi Naido,0,"Historical, Kids, Fantasy",Movie,1,unknown,Gakken,unknown,unknown,Book,G - All Ages,15951,0
"""Parade"" de Satie",5.44,"Music, Dementia",Movie,1,unknown,unknown,unknown,"Yamamura Animation, Inc.",Original,G - All Ages,11361,0
Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",TV,13,Summer 2017,"Media Factory, AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Global Solutions",Sentai Filmworks,Kinema Citrus,Web manga,R - 17+ (violence & profanity),95,30354
Nagoya Tetsudou Special Movie,0,Slice of Life,ONA,1,unknown,unknown,unknown,unknown,Original,G - All Ages,14645,1
Kubbe Gachapin Mukku,0,Fantasy,ONA,1,unknown,Fuji TV,unknown,unknown,Picture book,G - All Ages,14889,0
Guomin Laogong Dai Huijia,6.1,"Drama, Romance, School",ONA,12,unknown,"bilibili, Tencent Penguin Pictures, China Literature Limited",unknown,B.CMAY PICTURES,Novel,PG-13 - Teens 13 or older,4133,125
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"Action, Sci-Fi, Magic, Fantasy, Shounen",OVA,3,unknown,Kodansha,unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,3788,25
Lostorage Conflated WIXOSS,7.1,"Game, Psychological",TV,12,Spring 2018,unknown,unknown,J.C.Staff,Card game,R - 17+ (violence & profanity),3252,75
Answer (2016),7.31,"Music, Drama, Seinen",Music,1,unknown,unknown,unknown,Shaft,Manga,PG-13 - Teens 13 or older,5885,13
Saiki Kusuo no Ψ-nan 2,8.48,"Slice of Life, Comedy, Supernatural, School, Shounen",TV,24,Winter 2018,"TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",unknown,"J.C.Staff, Egg Firm",Manga,PG-13 - Teens 13 or older,388,3022
Garo: Honoo no Kokuin - Yurugaro,5.53,"Comedy, Fantasy, Parody",Special,23,unknown,Pony Canyon,unknown,DLE,Original,PG - Children,9495,0
Teekyuu 8 Specials,6.05,"Comedy, Sports, Shounen",Special,2,unknown,unknown,unknown,Millepensee,Manga,PG-13 - Teens 13 or older,8502,0
Usakame Special,5.54,"Comedy, Sports, Shounen",Special,1,unknown,DAX Production,unknown,Millepensee,Manga,PG-13 - Teens 13 or older,9026,0
Blend S,7.36,"Slice of Life, Comedy",TV,12,Fall 2017,"Aniplex, Houbunsha, Kansai Telecasting, Lawson, Contents Seed, Kinoshita Group Holdings, Drecom",Aniplex of America,A-1 Pictures,4-koma manga,PG-13 - Teens 13 or older,286,2568
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama",TV,26,Spring 2019,"Genco, AT-X, BS Fuji, MAGES., Nagoya Broadcasting Network, bilibili, Yomiuri TV Enterprise, ABC Animation","Funimation, NBCUniversal Entertainment Japan",feel.,Visual novel,PG-13 - Teens 13 or older,1401,320
Giant Robo,5.88,"Action, Mecha",Special,1,unknown,unknown,unknown,unknown,Manga,PG - Children,11265,1
Bakuon!! no Kobeya,6.13,"Comedy, Seinen, Slice of Life",Special,4,unknown,"Lantis, NBCUniversal Entertainment Japan, Akita Shoten",unknown,TMS Entertainment,Manga,PG-13 - Teens 13 or older,8255,1
Master of Torque: Epilogue,5.56,Cars,ONA,1,unknown,unknown,unknown,unknown,Original,G - All Ages,12843,0
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"Magic, Adventure, Fantasy, Comedy, Supernatural",OVA,1,unknown,unknown,unknown,Studio Deen,Light novel,PG-13 - Teens 13 or older,606,638
Taka no Tsume x Hello Kitty ga Masaka no Collab!,0,Comedy,ONA,1,unknown,Sanrio,unknown,DLE,Original,G - All Ages,15000,0
MiniGARO,0,Comedy,ONA,2,unknown,Tohokushinsha Film Corporation,unknown,unknown,Original,G - All Ages,15178,0
MiniGARO Manner Movie,0,Comedy,Movie,2,unknown,Tohokushinsha Film Corporation,unknown,unknown,Original,G - All Ages,15263,0
Aitata Bocchi,5.68,"Dementia, Drama",Special,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,13251,0
Such a Good Place to Die,5.71,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,12867,0
Origami of Landscape,5.34,Dementia,ONA,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13892,0
Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama",Movie,1,unknown,Geidai Animation,unknown,unknown,Original,PG-13 - Teens 13 or older,13449,0
Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports",TV,24,Summer 2017,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Movic, Bandai Namco Games, Toy's Factory, Animatic",Ponycan USA,Production I.G,Manga,PG-13 - Teens 13 or older,676,2500
Jitaku Keibiin,6.69,Hentai,OVA,4,unknown,unknown,unknown,Suzuki Mirano,Visual novel,Rx - Hentai,5173,30
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.63,Hentai,OVA,1,unknown,"Pink Pineapple, Cloud22",unknown,Seven,Visual novel,Rx - Hentai,6366,14
Shingeki no Bahamut: Genesis - Short Story,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",ONA,2,unknown,Cygames,unknown,MAPPA,Game,PG-13 - Teens 13 or older,3565,6
Kokekkou-san,0,Kids,TV,26,Fall 2009,"Genco, G&G Entertainment",unknown,unknown,Picture book,G - All Ages,16032,0
Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi",Special,1,unknown,"Nippon Columbia, KlockWorx, Glovision, Sony PCL, Kadokawa Media House, Sanyo Bussan, Kadokawa","Funimation, Crunchyroll",SILVER LINK.,Original,R+ - Mild Nudity,5303,16
3-gatsu no Lion Recap,6.71,Drama,Special,1,unknown,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",unknown,Shaft,Manga,PG-13 - Teens 13 or older,4454,13
Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"Action, Military, Sci-Fi, Drama, Mecha",Movie,3,unknown,King Records,unknown,"Production I.G, Xebec, I.Gzwei",Original,PG-13 - Teens 13 or older,6205,12
Zenmaiji-kake no Truffe,0,Fantasy,ONA,2,unknown,Kamio Japan,unknown,unknown,Original,G - All Ages,15444,0
Mochi Mochi Panda,0,Kids,ONA,4,unknown,Kamio Japan,unknown,unknown,Original,G - All Ages,14213,0
I Was King,6.28,"Fantasy, Music",Music,1,unknown,Amuse,unknown,unknown,Music,PG - Children,11124,1
Ai Uta: Since 2007,5.34,Music,Music,1,unknown,Universal Music Japan,unknown,unknown,Music,G - All Ages,12488,0
Kawazuno Mekaridoki,5.92,Music,Music,1,unknown,Universal Music Japan,unknown,unknown,Music,G - All Ages,14017,0
Nekopara OVA,6.98,"Comedy, Romance",OVA,1,unknown,unknown,unknown,Felix Film,Visual novel,PG-13 - Teens 13 or older,1874,339
Otokonoko ♂ Delivery,5.86,"Hentai, Yaoi",OVA,1,unknown,unknown,unknown,Studio Zealot,Original,Rx - Hentai,5233,94
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"Action, Fantasy, Game",ONA,1,unknown,Studio Hibari,unknown,unknown,Game,PG - Children,8282,0
Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy",TV,25,Summer 2017,"Aniplex, Half H.P Studio, Notes, Tokyo MX, BS11",Aniplex of America,A-1 Pictures,Light novel,R - 17+ (violence & profanity),402,2187
Capsule Boy,0,"Sci-Fi, Kids",TV,26,Spring 2016,unknown,unknown,unknown,Original,G - All Ages,15865,0
Kemy Lang Buka Chaka,0,"Adventure, Kids",TV,156,Winter 2009,unknown,unknown,unknown,Original,G - All Ages,16195,0
Kemy,0,Kids,TV,52,Winter 2011,unknown,unknown,unknown,Original,G - All Ages,16273,0
